id,neighbourhood_group,room_type,price,minimum_nights,reviews_per_month,calculated_host_listings_count,availability_365
3625870,10,1,85,,,,
3626302,40,1,59,,,,
3626426,20,2,130,,,,
3626609,20,2,104,,,,
3626699,40,2,95,,,,
3627106,20,2,199,,,,
3627326,30,1,105,,,,
3627589,10,1,34,,,,
3628190,10,2,120,,,,
3628328,30,2,87,,,,
3628553,40,2,125,,,,
3629217,10,2,170,,,,
3629381,20,2,250,,,,
3629580,20,1,55,,,,
3630304,40,1,80,,,,
3630309,40,2,95,,,,
3632258,20,1,150,,,,
3634361,10,2,140,,,,
3635348,10,2,150,,,,
3635624,20,2,159,,,,
3636601,20,2,95,,,,
3636967,10,2,159,,,,
3637029,10,1,65,,,,
3638841,10,2,100,,,,
3638852,20,1,85,,,,
3641819,10,2,175,,,,
3642278,10,2,175,,,,
3642325,10,2,260,,,,
3642801,10,2,80,,,,
3643392,10,1,69,,,,
3643673,10,2,100,,,,
3644017,40,1,85,,,,
3644037,10,2,95,,,,
3645284,20,2,160,,,,
3645866,10,1,49,,,,
3646059,10,1,65,,,,
3646551,20,2,150,,,,
3652120,20,2,115,,,,
3652230,40,1,113,,,,
3653996,20,2,110,,,,
3654510,20,1,75,,,,
3654511,20,2,250,,,,
3655007,30,1,50,,,,
3655367,10,2,81,,,,
3659544,20,1,69,,,,
3660983,10,1,125,,,,
3661168,10,1,65,,,,
3662091,20,2,150,,,,
3662724,20,2,175,,,,
3662795,10,1,49,,,,
3662827,20,2,191,,,,
3662887,20,2,200,,,,
3662949,20,2,250,,,,
3663178,10,2,216,,,,
3663423,10,2,200,,,,
3663798,10,1,119,,,,
3663984,20,2,118,,,,
3664439,20,1,95,,,,
3664714,10,2,110,,,,
3666653,10,2,170,,,,
3666709,20,2,99,,,,
3670659,10,2,172,,,,
3672455,40,1,75,,,,
3673938,10,1,50,,,,
3674757,10,1,77,,,,
3675957,10,2,125,,,,
3677769,40,1,75,,,,
3677995,20,2,350,,,,
3678064,10,1,55,,,,
3678796,10,2,99,,,,
3678829,10,2,545,,,,
3678990,20,1,70,,,,
3683236,10,1,250,,,,
3683241,10,2,150,,,,
3684144,10,1,55,,,,
3684302,10,2,100,,,,
3685433,10,2,100,,,,
3685704,10,2,95,,,,
3686493,20,2,175,,,,
3686972,20,2,200,,,,
3687172,20,2,190,,,,
3687227,10,1,65,,,,
3688168,10,2,400,,,,
3688197,10,2,95,,,,
3689140,20,2,197,,,,
3692566,10,2,395,,,,
3693901,10,1,100,,,,
3694441,10,2,200,,,,
3694498,10,2,165,,,,
3695776,10,2,145,,,,
3696043,10,2,75,,,,
3696746,20,2,180,,,,
3697432,20,1,73,,,,
3698111,20,1,87,,,,
3698241,20,1,74,,,,
3698367,10,1,65,,,,
3700364,20,2,199,,,,
3701708,10,1,65,,,,
3701890,20,2,160,,,,
3702400,10,1,175,,,,
3703037,20,2,200,,,,
3703633,20,2,195,,,,
3703805,10,1,99,,,,
3704067,10,2,175,,,,
3706213,20,2,190,,,,
3709013,10,2,99,,,,
3710162,20,1,100,,,,
3710230,10,2,199,,,,
3710436,10,2,199,,,,
3710685,40,2,100,,,,
3711039,40,3,45,,,,
3715638,20,1,72,,,,
3715824,20,2,129,,,,
3716193,10,2,100,,,,
3717689,10,2,85,,,,
3717749,10,1,70,,,,
3718713,10,2,100,,,,
3720404,10,2,160,,,,
3721826,20,2,185,,,,
3725902,10,2,162,,,,
3727816,40,1,80,,,,
3727861,20,1,200,,,,
3728309,10,1,45,,,,
3728837,10,2,129,,,,
3731209,10,1,55,,,,
3731871,10,1,68,,,,
3731965,10,2,120,,,,
3735483,10,1,55,,,,
3737180,10,1,50,,,,
3737847,10,1,50,,,,
3738529,10,2,150,,,,
3738756,10,2,140,,,,
3738815,20,2,136,,,,
3739126,20,1,92,,,,
3739712,20,1,125,,,,
3739864,10,1,48,,,,
3740402,20,1,82,,,,
3741405,20,2,150,,,,
3741530,10,2,90,,,,
3741728,10,2,117,,,,
3741945,20,1,71,,,,
3742373,20,2,390,,,,
3743048,50,1,58,,,,
3747107,40,1,50,,,,
3747240,10,2,150,,,,
3747392,10,1,150,,,,
3747567,20,1,80,,,,
3749971,10,1,115,,,,
3750917,10,1,70,,,,
3751048,20,2,95,,,,
3751919,10,1,85,,,,
3752035,10,2,180,,,,
3755474,20,2,149,,,,
3757178,20,2,200,,,,
3757461,20,1,69,,,,
3758296,20,1,85,,,,
3758686,10,2,117,,,,
3759009,20,2,219,,,,
3760029,40,2,100,,,,
3760158,10,2,320,,,,
3760592,20,1,95,,,,
3760824,10,1,110,,,,
3762842,20,2,105,,,,
3764540,10,2,134,,,,
3765095,10,1,45,,,,
3765357,20,2,200,,,,
3766496,20,1,110,,,,
3766770,20,2,150,,,,
3767156,10,2,149,,,,
3767267,20,1,85,,,,
3767674,10,2,200,,,,
3768977,40,2,170,,,,
3769052,30,1,40,,,,
3769257,20,1,70,,,,
3771656,20,1,95,,,,
3771845,20,1,95,,,,
3772256,20,1,350,,,,
3775259,10,2,165,,,,
3775379,10,2,120,,,,
3775978,20,1,130,,,,
3779230,10,1,40,,,,
3779262,10,2,130,,,,
3780113,20,2,120,,,,
3780206,10,2,90,,,,
3780715,10,1,120,,,,
3780951,20,3,115,,,,
3782283,20,2,150,,,,
3782441,20,1,170,,,,
3782925,10,2,124,,,,
3783016,20,2,104,,,,
3783021,20,2,99,,,,
3783639,20,1,85,,,,
3785438,10,2,158,,,,
3787867,20,2,400,,,,
3789265,20,3,100,,,,
3789758,10,2,115,,,,
3790118,30,1,55,,,,
3790746,20,1,72,,,,
3791244,20,2,170,,,,
3791325,10,2,150,,,,
3791554,20,1,39,,,,
3792246,40,1,49,,,,
3793161,40,1,39,,,,
3793246,20,2,200,,,,
3793542,10,2,185,,,,
3793874,20,2,200,,,,
3797183,10,1,110,,,,
3798874,10,2,275,,,,
3798941,10,1,105,,,,
3799598,20,2,260,,,,
3800332,10,2,175,,,,
3800547,10,2,90,,,,
3800549,10,2,125,,,,
3801407,40,2,239,,,,
3801701,20,2,195,,,,
3802218,30,1,53,,,,
3802538,20,1,99,,,,
3802966,20,1,52,,,,
3804690,20,2,130,,,,
3808093,20,2,325,,,,
3808119,10,2,135,,,,
3808230,10,1,85,,,,
3808323,20,1,68,,,,
3808358,40,1,45,,,,
3808620,20,2,87,,,,
3811186,10,1,89,,,,
3811639,10,2,150,,,,
3811757,20,2,124,,,,
3812133,20,2,169,,,,
3812222,40,1,125,,,,
3812554,40,1,145,,,,
3816424,10,1,75,,,,
3816499,10,1,75,,,,
3817216,20,2,87,,,,
3817304,40,1,50,,,,
3817666,20,2,150,,,,
3818187,20,1,95,,,,
3818279,20,2,200,,,,
3818298,20,2,120,,,,
3819407,20,2,325,,,,
3819656,20,2,165,,,,
3819703,20,2,140,,,,
3819946,10,1,33,,,,
3821676,20,2,169,,,,
3822172,10,2,75,,,,
3825437,20,2,190,,,,
3826037,40,1,39,,,,
3826226,10,2,165,,,,
3826908,40,1,79,,,,
3827311,20,2,125,,,,
3827442,20,2,349,,,,
3829039,10,1,130,,,,
3829261,10,1,40,,,,
3829609,10,2,76,,,,
3831962,10,2,50,,,,
3832444,10,1,45,,,,
3832774,10,2,80,,,,
3832863,20,2,265,,,,
3832932,10,3,65,,,,
3833538,10,2,90,,,,
3835052,20,1,115,,,,
3835334,20,2,145,,,,
3835633,10,1,45,,,,
3835681,40,1,50,,,,
3835740,10,1,72,,,,
3835757,40,1,50,,,,
3835766,10,1,57,,,,
3836180,20,2,225,,,,
3836189,10,1,80,,,,
3836199,40,2,120,,,,
3838056,10,2,450,,,,
3838375,20,2,249,,,,
3838388,20,2,100,,,,
3838416,10,2,225,,,,
3839364,30,2,95,,,,
3840000,10,2,90,,,,
3840127,10,2,101,,,,
3840286,10,2,246,,,,
3840324,10,2,120,,,,
3840541,10,2,150,,,,
3841033,10,2,119,,,,
3841048,20,2,150,,,,
3841113,20,1,80,,,,
3842694,10,2,189,,,,
3847733,10,1,90,,,,
3848324,20,2,200,,,,
3848431,20,2,120,,,,
3849226,20,1,149,,,,
3849347,20,2,130,,,,
3850254,10,1,35,,,,
3850493,10,2,139,,,,
3850967,10,2,100,,,,
3851498,20,1,65,,,,
3851623,20,2,200,,,,
3851719,20,2,99,,,,
3851911,10,2,115,,,,
3852261,40,1,149,,,,
3852988,10,2,135,,,,
3857180,10,1,150,,,,
3857863,20,1,105,,,,
3858105,10,2,75,,,,
3858822,20,2,175,,,,
3860464,10,2,135,,,,
3860762,10,1,72,,,,
3860899,10,1,60,,,,
3861713,10,1,97,,,,
3861943,20,2,860,,,,
3864528,20,1,200,,,,
3866538,20,2,98,,,,
3866843,20,2,87,,,,
3866888,20,2,150,,,,
3867293,10,1,50,,,,
3867705,20,2,185,,,,
3868100,20,2,225,,,,
3868344,10,2,151,,,,
3869398,10,2,75,,,,
3869762,20,2,110,,,,
3869779,10,2,150,,,,
3870158,20,2,145,,,,
3870294,20,2,250,,,,
3870793,40,1,170,,,,
3874702,10,2,145,,,,
3874870,20,2,200,,,,
3875294,10,1,50,,,,
3876850,20,1,250,,,,
3880588,20,2,229,,,,
3881808,20,2,129,,,,
3882103,20,2,250,,,,
3882466,20,2,168,,,,
3882682,20,1,80,,,,
3883020,10,2,104,,,,
3884105,10,2,100,,,,
3884893,20,1,95,,,,
3885177,40,1,95,,,,
3887138,10,2,200,,,,
3887381,20,2,180,,,,
3888469,30,1,100,,,,
3888752,20,2,195,,,,
3889997,20,2,299,,,,
3890417,10,1,45,,,,
3891031,20,1,139,,,,
3891370,20,2,200,,,,
3892700,50,2,70,,,,
3895289,10,1,50,,,,
3895455,10,1,42,,,,
3895930,10,2,116,,,,
3896579,20,2,200,,,,
3896701,20,1,129,,,,
3897387,10,1,125,,,,
3897601,10,1,55,,,,
3898329,20,2,200,,,,
3902156,10,2,165,,,,
3902791,20,2,199,,,,
3903173,20,2,150,,,,
3903284,10,1,95,,,,
3904135,10,1,90,,,,
3905849,20,2,120,,,,
3907413,10,1,40,,,,
3907603,10,1,75,,,,
3908094,10,1,68,,,,
3908257,10,1,75,,,,
3911451,20,2,45,,,,
3911453,20,3,45,,,,
3911632,10,1,65,,,,
3912794,10,1,75,,,,
3913541,20,1,84,,,,
3913635,20,2,130,,,,
3914400,10,1,50,,,,
3914773,20,1,150,,,,
3914962,10,1,95,,,,
3915042,20,2,300,,,,
3915796,20,2,113,,,,
3916312,20,2,145,,,,
3917007,10,2,150,,,,
3920562,20,1,90,,,,
3922417,20,2,95,,,,
3923128,20,2,118,,,,
3923538,10,2,75,,,,
3924092,20,2,225,,,,
3924325,10,1,81,,,,
3924397,10,2,190,,,,
3924506,10,1,75,,,,
3924619,10,1,59,,,,
3924820,20,1,99,,,,
3925426,10,2,270,,,,
3928241,20,2,140,,,,
3928525,20,2,275,,,,
3928833,10,2,1000,,,,
3929669,10,2,120,,,,
3930149,10,2,125,,,,
3930842,10,1,75,,,,
3930878,20,2,117,,,,
3933059,20,2,80,,,,
3933382,40,1,60,,,,
3936970,10,1,103,,,,
3939041,40,2,65,,,,
3939086,30,1,45,,,,
3939535,40,1,70,,,,
3940301,20,2,90,,,,
3942731,20,2,225,,,,
3943279,20,2,125,,,,
3943879,10,2,175,,,,
3944200,20,2,195,,,,
3944233,20,1,130,,,,
3944499,10,1,96,,,,
3944625,10,1,129,,,,
3944627,20,2,200,,,,
3945796,20,1,95,,,,
3946018,20,2,189,,,,
3946115,20,2,450,,,,
3946177,20,2,264,,,,
3946201,40,1,45,,,,
3946239,10,2,150,,,,
3946288,20,2,540,,,,
3946471,10,1,95,,,,
3948939,20,2,230,,,,
3950114,40,1,65,,,,
3951363,10,1,70,,,,
3952093,20,2,160,,,,
3952676,10,2,200,,,,
3952731,10,2,138,,,,
3953314,30,2,155,,,,
3953415,30,1,75,,,,
3953585,20,1,39,,,,
3953942,10,2,115,,,,
3957619,20,2,110,,,,
3958460,20,1,100,,,,
3959369,20,2,225,,,,
3962389,10,2,125,,,,
3962586,20,1,150,,,,
3963137,10,2,199,,,,
3963345,20,2,250,,,,
3963635,10,2,210,,,,
3967160,50,2,180,,,,
3967492,20,2,129,,,,
3967945,20,1,90,,,,
3968434,20,1,50,,,,
3968610,20,2,140,,,,
3970224,10,2,150,,,,
3970345,20,2,233,,,,
3970562,20,2,170,,,,
3970701,10,1,60,,,,
3970724,10,2,200,,,,
3970755,10,2,160,,,,
3970936,20,2,150,,,,
3971065,10,2,140,,,,
3971526,10,1,65,,,,
3971534,10,1,60,,,,
3971580,10,2,130,,,,
3971948,10,2,103,,,,
3973944,10,1,89,,,,
3974464,20,1,50,,,,
3975630,40,2,150,,,,
3979360,20,2,240,,,,
3979611,20,2,1400,,,,
3979613,40,2,200,,,,
3979628,20,1,88,,,,
3979714,20,3,75,,,,
3980487,20,2,500,,,,
3983422,20,2,125,,,,
3983469,20,1,75,,,,
3983643,20,2,130,,,,
3984168,20,2,170,,,,
3985673,20,2,300,,,,
3987571,10,2,115,,,,
3987599,10,2,93,,,,
3989564,10,2,119,,,,
3992326,20,2,180,,,,
3993392,20,2,226,,,,
3993553,10,2,155,,,,
3999228,20,2,115,,,,
4000133,10,1,50,,,,
4000561,20,2,600,,,,
4000571,20,1,200,,,,
4000579,10,2,157,,,,
4000621,10,2,145,,,,
4003515,40,1,95,,,,
4006264,20,2,115,,,,
4007277,40,1,65,,,,
4007770,20,2,275,,,,
4008443,40,1,250,,,,
4013339,20,1,95,,,,
4013668,10,2,185,,,,
4016069,20,1,55,,,,
4016121,20,2,350,,,,
4016142,20,1,170,,,,
4016173,10,2,100,,,,
4016791,20,1,36,,,,
4017226,10,1,60,,,,
4020957,10,1,125,,,,
4024936,10,2,120,,,,
4025313,20,3,90,,,,
4025329,20,2,129,,,,
4026150,40,2,78,,,,
4028670,20,2,120,,,,
4031297,20,1,99,,,,
4031463,30,1,50,,,,
4031809,20,1,16,,,,
4032229,30,1,47,,,,
4033300,10,2,150,,,,
4033422,50,2,200,,,,
4033444,10,2,125,,,,
4033521,10,2,60,,,,
4033998,40,1,200,,,,
4037379,10,2,100,,,,
4037522,40,1,99,,,,
4038794,20,1,75,,,,
4039020,10,1,140,,,,
4039789,30,2,90,,,,
4040900,20,3,59,,,,
4040926,20,2,111,,,,
4041189,20,2,80,,,,
4041351,10,1,80,,,,
4041383,20,1,50,,,,
4044625,20,2,300,,,,
4044906,10,2,90,,,,
4046281,20,1,119,,,,
4047638,40,1,69,,,,
4047751,20,2,260,,,,
4047791,10,2,185,,,,
4047815,40,2,100,,,,
4047932,20,3,85,,,,
4048043,20,1,135,,,,
4050254,10,1,169,,,,
4050765,10,1,38,,,,
4050795,10,1,90,,,,
4051643,20,1,45,,,,
4052514,10,2,149,,,,
4053249,10,2,200,,,,
4053287,20,2,125,,,,
4053471,10,1,65,,,,
4053517,10,2,174,,,,
4053564,10,1,89,,,,
4053597,10,2,150,,,,
4053912,10,1,75,,,,
4053987,40,1,58,,,,
4054332,10,1,103,,,,
4054450,20,2,383,,,,
4055732,10,1,40,,,,
4057361,40,1,76,,,,
4058701,20,1,170,,,,
4058949,20,1,45,,,,
4059037,10,1,100,,,,
4059620,20,2,199,,,,
4060446,20,2,99,,,,
4060526,10,1,39,,,,
4060993,40,2,60,,,,
4063357,10,2,130,,,,
4066224,10,2,200,,,,
4067861,10,1,65,,,,
4068216,20,1,105,,,,
4069228,10,2,115,,,,
4069341,20,2,145,,,,
4069681,10,2,75,,,,
4070025,10,2,250,,,,
4070027,20,1,80,,,,
4071007,20,1,120,,,,
4074248,10,1,100,,,,
4074892,20,1,125,,,,
4076084,10,2,132,,,,
4077090,10,2,225,,,,
4077427,10,2,175,,,,
4077428,20,2,225,,,,
4077460,10,2,215,,,,
4081707,10,2,300,,,,
4081800,20,2,130,,,,
4081926,40,2,110,,,,
4082062,30,1,75,,,,
4082357,10,1,36,,,,
4083049,10,2,299,,,,
4084603,20,2,200,,,,
4085647,10,2,110,,,,
4088506,10,2,160,,,,
4089102,10,2,152,,,,
4089189,10,2,145,,,,
4089492,10,1,120,,,,
4089915,10,2,84,,,,
4090748,20,2,160,,,,
4091629,10,2,150,,,,
4092826,40,2,180,,,,
4093399,30,1,68,,,,
4093511,20,2,125,,,,
4093591,10,1,25,,,,
4096470,10,2,155,,,,
4097279,20,1,105,,,,
4097284,10,2,75,,,,
4098078,20,1,80,,,,
4098271,20,1,72,,,,
4098814,10,1,52,,,,
4102208,10,2,125,,,,
4102483,20,1,85,,,,
4103623,10,1,58,,,,
4103970,10,1,100,,,,
4108547,20,1,65,,,,
4108799,10,2,300,,,,
4109246,10,1,40,,,,
4109420,40,2,110,,,,
4110645,10,1,85,,,,
4115327,10,2,158,,,,
4116403,10,1,65,,,,
4117134,20,1,100,,,,
4117817,10,1,64,,,,
4118244,10,2,395,,,,
4118907,40,2,120,,,,
4119763,30,1,51,,,,
4119794,20,2,149,,,,
4120122,10,1,65,,,,
4120182,40,1,70,,,,
4121110,20,2,170,,,,
4121173,20,2,150,,,,
4121363,20,2,75,,,,
4125398,20,1,100,,,,
4125515,10,1,38,,,,
4126452,20,2,200,,,,
4126676,20,2,145,,,,
4127402,10,2,150,,,,
4127524,40,2,200,,,,
4128337,10,2,125,,,,
4128428,20,1,175,,,,
4128450,10,2,180,,,,
4128603,20,2,175,,,,
4129195,20,2,175,,,,
4129212,10,1,50,,,,
4129365,10,2,109,,,,
4129487,10,1,67,,,,
4129513,10,1,57,,,,
4129541,10,1,77,,,,
4129909,10,1,80,,,,
4129992,10,2,85,,,,
4130266,10,1,86,,,,
4132116,10,1,120,,,,
4134035,10,2,140,,,,
4135674,10,2,300,,,,
4135848,20,1,90,,,,
4135876,20,1,70,,,,
4136252,20,1,90,,,,
4136596,20,2,200,,,,
4137414,20,2,135,,,,
4137415,10,1,37,,,,
4137645,10,1,60,,,,
4137680,20,2,419,,,,
4137756,40,2,130,,,,
4137789,10,2,180,,,,
4137900,20,2,160,,,,
4137979,10,2,125,,,,
4140622,10,2,100,,,,
4140776,40,1,65,,,,
4142125,10,2,140,,,,
4144519,40,1,79,,,,
4144630,10,1,125,,,,
4144849,20,2,115,,,,
4145124,20,1,100,,,,
4145494,10,1,90,,,,
4148088,20,2,135,,,,
4148280,10,1,50,,,,
4150932,10,1,71,,,,
4150972,40,2,80,,,,
4152752,20,1,103,,,,
4154009,20,2,250,,,,
4155012,20,2,219,,,,
4155099,10,2,225,,,,
4156015,20,2,99,,,,
4157064,10,1,35,,,,
4157451,20,1,90,,,,
4158078,40,1,47,,,,
4160934,10,1,75,,,,
4161127,10,2,170,,,,
4162292,10,2,150,,,,
4162519,10,3,30,,,,
4163020,20,1,119,,,,
4163710,10,1,40,,,,
4163742,10,2,85,,,,
4163781,10,1,99,,,,
4163804,20,2,250,,,,
4165278,20,1,79,,,,
4168660,10,1,60,,,,
4168812,10,2,115,,,,
4169094,40,1,90,,,,
4169840,10,1,65,,,,
4170460,10,1,65,,,,
4170796,20,2,131,,,,
4171272,10,2,150,,,,
4171406,10,1,55,,,,
4171692,10,1,70,,,,
4172633,40,2,160,,,,
4172947,10,2,95,,,,
4173751,20,2,99,,,,
4174115,20,2,500,,,,
4174286,10,1,35,,,,
4174847,40,1,50,,,,
4178152,10,1,77,,,,
4178851,10,2,380,,,,
4179420,10,1,65,,,,
4180643,20,2,150,,,,
4181598,20,2,125,,,,
4182262,10,2,199,,,,
4182568,10,1,150,,,,
4183424,20,2,145,,,,
4183664,10,1,70,,,,
4183801,10,2,120,,,,
4183989,20,1,86,,,,
4187387,20,2,139,,,,
4187653,10,1,85,,,,
4187747,20,2,94,,,,
4188351,10,2,116,,,,
4188807,10,1,72,,,,
4189428,10,2,95,,,,
4190301,10,1,100,,,,
4191257,20,2,200,,,,
4192400,10,1,72,,,,
4194010,20,2,100,,,,
4194494,20,2,900,,,,
4195677,40,1,80,,,,
4196039,10,2,75,,,,
4197760,20,2,92,,,,
4198391,20,2,160,,,,
4198695,10,1,50,,,,
4199411,20,2,350,,,,
4199782,10,2,135,,,,
4201905,20,2,160,,,,
4203460,20,2,270,,,,
4204083,10,2,129,,,,
4204302,20,2,180,,,,
4204988,20,2,350,,,,
4205232,10,1,75,,,,
4205816,10,2,119,,,,
4206034,50,2,99,,,,
4206087,10,2,120,,,,
4208547,10,1,73,,,,
4209106,10,2,500,,,,
4209595,20,2,225,,,,
4211276,10,2,275,,,,
4211510,40,1,50,,,,
4215595,20,3,40,,,,
4216183,10,2,115,,,,
4216435,30,2,110,,,,
4216745,10,1,100,,,,
4216774,10,2,150,,,,
4216813,10,2,200,,,,
4217268,20,2,75,,,,
4217758,40,2,98,,,,
4218034,10,2,199,,,,
4218067,20,2,109,,,,
4218098,20,2,110,,,,
4218129,10,1,59,,,,
4219851,10,2,95,,,,
4220151,20,2,159,,,,
4221999,20,2,225,,,,
4224091,10,2,195,,,,
4225569,40,2,96,,,,
4225745,10,2,73,,,,
4226098,20,1,88,,,,
4226269,10,2,90,,,,
4226535,10,2,99,,,,
4227018,10,3,150,,,,
4227141,10,1,35,,,,
4227161,10,2,1050,,,,
4227207,10,2,175,,,,
4227499,20,2,395,,,,
4227554,40,2,195,,,,
4232255,10,1,49,,,,
4232356,20,2,150,,,,
4232865,20,2,250,,,,
4233025,10,2,150,,,,
4233705,20,2,260,,,,
4235620,40,2,100,,,,
4235843,20,1,55,,,,
4235961,20,2,275,,,,
4236107,20,1,110,,,,
4236725,10,2,150,,,,
4240861,10,1,80,,,,
4241028,40,2,89,,,,
4241486,20,2,280,,,,
4243533,40,1,100,,,,
4244174,10,1,80,,,,
4244242,10,1,70,,,,
4244476,10,1,75,,,,
4244528,10,1,80,,,,
4244576,20,3,41,,,,
4247883,20,2,195,,,,
4248788,20,2,250,,,,
4249131,20,2,96,,,,
4249342,20,1,98,,,,
4250746,10,2,140,,,,
4252172,10,1,99,,,,
4256091,20,2,175,,,,
4257572,20,2,120,,,,
4257889,20,1,89,,,,
4258443,10,1,90,,,,
4258867,10,2,178,,,,
4259427,10,2,210,,,,
4260964,20,2,150,,,,
4261214,20,2,149,,,,
4261951,20,2,225,,,,
4262120,20,2,2695,,,,
4262707,40,2,63,,,,
4263488,20,2,150,,,,
4263624,10,2,106,,,,
4263802,10,2,165,,,,
4263880,10,1,75,,,,
4264049,40,1,39,,,,
4264127,40,1,39,,,,
4265471,10,3,30,,,,
4267133,20,1,70,,,,
4268286,20,1,100,,,,
4270499,40,2,125,,,,
4270683,40,2,110,,,,
4271059,10,2,145,,,,
4271119,20,1,112,,,,
4271877,10,1,69,,,,
4273931,20,2,300,,,,
4274443,20,1,260,,,,
4274462,40,1,49,,,,
4274589,20,2,215,,,,
4274595,20,2,200,,,,
4275729,10,2,100,,,,
4276532,20,2,1000,,,,
4276618,20,2,120,,,,
4276762,20,2,310,,,,
4277614,10,1,70,,,,
4277724,10,2,195,,,,
4277980,10,2,110,,,,
4278084,20,2,75,,,,
4278389,30,3,45,,,,
4278568,20,2,165,,,,
4279260,40,2,150,,,,
4279323,10,1,80,,,,
4279550,20,2,180,,,,
4280053,10,1,80,,,,
4280118,10,1,60,,,,
4281241,20,2,149,,,,
4282178,10,1,53,,,,
4282998,20,2,200,,,,
4284031,20,2,160,,,,
4284158,20,1,199,,,,
4285876,20,2,140,,,,
4286196,20,2,199,,,,
4286662,20,2,190,,,,
4287589,10,2,125,,,,
4288276,20,2,145,,,,
4288361,20,2,150,,,,
4291200,40,1,95,,,,
4291654,10,1,100,,,,
4293935,10,1,99,,,,
4294546,10,2,130,,,,
4294640,10,1,56,,,,
4294969,20,2,450,,,,
4295108,20,1,75,,,,
4295542,10,1,240,,,,
4295603,10,2,129,,,,
4295733,10,1,45,,,,
4296126,20,2,259,,,,
4296291,20,2,75,,,,
4296710,30,1,37,,,,
4296956,10,2,210,,,,
4297952,20,2,199,,,,
4299536,10,2,189,,,,
4302293,40,1,58,,,,
4303600,10,1,60,,,,
4303825,40,2,190,,,,
4305170,10,2,139,,,,
4308612,20,2,125,,,,
4308633,10,1,94,,,,
4308798,20,2,100,,,,
4308991,20,1,149,,,,
4309079,20,1,128,,,,
4309648,10,2,160,,,,
4309757,10,2,160,,,,
4310501,20,1,110,,,,
4311648,10,2,285,,,,
4315934,10,2,75,,,,
4318364,20,2,650,,,,
4320934,20,2,133,,,,
4325244,20,2,149,,,,
4325284,20,2,210,,,,
4325329,20,2,200,,,,
4329728,20,1,110,,,,
4331684,20,2,375,,,,
4331691,20,2,95,,,,
4333204,20,2,94,,,,
4334446,10,2,120,,,,
4334513,10,2,150,,,,
4338177,20,2,160,,,,
4338541,20,2,132,,,,
4338548,10,2,102,,,,
4339188,10,2,85,,,,
4339189,10,2,142,,,,
4339202,40,1,70,,,,
4339924,10,2,200,,,,
4340609,10,2,199,,,,
4341158,10,2,100,,,,
4342895,10,2,123,,,,
4342924,10,2,175,,,,
4343011,20,1,100,,,,
4343312,20,1,57,,,,
4343401,10,1,39,,,,
4343956,20,1,107,,,,
4347579,20,2,2000,,,,
4349695,10,1,69,,,,
4350120,10,2,137,,,,
4350406,20,2,150,,,,
4350464,20,1,65,,,,
4350495,20,1,66,,,,
4350952,10,1,77,,,,
4351563,10,2,110,,,,
4352537,20,1,64,,,,
4354764,10,2,90,,,,
4354901,10,1,50,,,,
4356396,20,2,146,,,,
4357134,40,2,200,,,,
4357892,40,2,189,,,,
4358291,10,2,985,,,,
4359219,10,2,285,,,,
4359718,10,2,140,,,,
4359756,40,1,97,,,,
4359921,40,2,180,,,,
4362474,20,2,199,,,,
4362570,10,2,220,,,,
4363228,20,2,180,,,,
4364789,10,2,88,,,,
4364924,20,2,350,,,,
4365276,10,2,170,,,,
4365328,20,1,120,,,,
4365491,20,1,105,,,,
4365756,10,2,110,,,,
4365765,10,1,55,,,,
4365833,10,2,150,,,,
4366049,10,2,180,,,,
4366115,10,2,110,,,,
4369737,20,2,160,,,,
4370230,20,2,215,,,,
4375146,40,1,75,,,,
4375375,20,2,200,,,,
4377337,20,2,120,,,,
4377929,20,2,198,,,,
4378816,10,1,60,,,,
4378951,10,2,170,,,,
4379145,20,2,248,,,,
4379271,10,1,100,,,,
4379307,20,2,180,,,,
4383734,10,1,60,,,,
4384181,10,2,83,,,,
4384442,10,1,45,,,,
4384820,10,1,135,,,,
4385360,20,2,275,,,,
4386513,20,2,230,,,,
4386598,20,2,180,,,,
4386718,20,2,175,,,,
4387007,40,1,110,,,,
4387152,10,2,160,,,,
4387491,10,2,115,,,,
4390865,20,3,169,,,,
4392066,10,1,100,,,,
4392351,20,2,87,,,,
4392596,40,1,75,,,,
4392996,20,2,130,,,,
4393126,20,2,115,,,,
4393502,40,1,50,,,,
4393519,20,2,200,,,,
4393628,40,1,55,,,,
4394687,20,2,125,,,,
4396142,40,2,160,,,,
4396299,10,1,39,,,,
4396939,20,1,89,,,,
4397455,10,2,85,,,,
4399721,10,1,50,,,,
4401013,10,2,229,,,,
4401193,20,2,130,,,,
4402117,40,2,149,,,,
4402805,10,2,120,,,,
4403159,10,1,45,,,,
4403928,40,1,56,,,,
4403972,20,2,295,,,,
4404544,10,1,75,,,,
4404818,20,2,110,,,,
4405156,20,2,115,,,,
4405874,10,1,90,,,,
4407787,20,1,109,,,,
4407790,30,1,49,,,,
4408381,10,2,100,,,,
4409074,20,2,295,,,,
4410626,10,2,245,,,,
4412533,20,1,79,,,,
4415695,20,1,60,,,,
4416667,10,2,125,,,,
4416970,10,1,55,,,,
4417147,20,1,425,,,,
4417912,10,2,150,,,,
4421355,10,2,130,,,,
4421826,20,2,250,,,,
4422017,10,1,49,,,,
4422602,20,2,250,,,,
4423650,20,1,97,,,,
4423782,20,2,115,,,,
4424261,20,2,200,,,,
4424391,20,2,250,,,,
